year,make,model,variant,Body Type,No. of Seats,Build Date,Compliance Date,VIN,Registration No,Registration State,Registration Expiry Date,No. of Plates,No. of Cylinders,Engine Capacity,Fuel Type,Transmission,Indicated Odometer Reading,Odometer Measurement,Exterior Colour,Interior Colour,Key,Spare Key,Owners Manual,Service History,Engine Turns Over,Location,date,bids,price,url
2015,Volkswagen,Amarok,TDi420 Highline 2H T/D Auto - 8 Speed Dual Cab,Dual Cab Chassis,5,?,2015-02,WV1ZZZ2HZEA053606,1ICC499,WA,11-06-2025,2,4,2,Diesel,Automatic - 8 Speed,195832,kilometre,Black,Black,Yes,Yes,Yes,Partial,Yes,WA,2025-04-30,124.0,0,https://www.grays.com/lot/0001-9059065/motor-vehicles-motor-cycles/2015-volkswagen-amarok-tdi420-highline-2h-t-d-auto-8-speed-dual-cab
2010,Suzuki,Grand,Vitara Prestige (4x4) JT Automatic Wagon,Wagon,5,2010-02,2011-03,JSAJTDB4V00201793,DK34QE,NSW,?,0,6,3.2,Petrol,Automatic,188751,kilometre,Silver,Black Leather,Yes,No,Yes,Yes,Yes,NSW,2025-04-30,,0,https://www.grays.com/lot/0001-10910978/motor-vehicles-motor-cycles/2010-suzuki-grand-vitara-prestige-4x4-jt-automatic-wagon
2013,Holden,Cruze,CD JH Turbo Diesel Automatic Sedan,Sedan,5,2013-06,2013-06,6G1PD5EY7EL909501,?,?,?,0,4,2,Diesel,Automatic,133800,kilometre,Silver,Grey,Yes,No,Yes,No,Yes,QLD,2025-04-30,8.0,0,https://www.grays.com/lot/0001-50514978/motor-vehicles-motor-cycles/2013-holden-cruze-cd-jh-turbo-diesel-automatic-sedan
2021,Skywell,ECII,E-Cargo RWD Automatic Van 100% Electric,Van,?,04/2021,11/2021,LMEEBL1L3MRA50022,?,?,?,?,?,?,Electric,Automatic,"27,027 Kms",?,White,Grey,Yes,No,?,No,Yes,?,2025-04-30,197.0,0,https://www.grays.com/lot/0001-50711714/motor-vehicles-motor-cycles/2021-skywell-ecii-e-cargo-rwd-automatic-van
2013,Kia,Sportage,Si (FWD) SL II Manual Wagon,Wagon,5,2013-04,2013-07,U5YPB811LDL322472,DFG18R,NSW,?,0,4,2,Petrol,Manual,160731,kilometre,White,Black,Yes,No,Yes,Yes,Yes,NSW,2025-04-30,49.0,0,https://www.grays.com/lot/0001-10910977/motor-vehicles-motor-cycles/2013-kia-sportage-si-fwd-sl-ii-manual-wagon
2013,Ford,Ranger,XL 4X2 Hi-Rider PX Turbo Diesel Automatic Dual Cab,Dual Cab,5,2013-06,2013-07,MNAUMFF80DW196562,?,?,?,2,4,2.2,Diesel,Automatic,146851,kilometre,Blue,Grey,Yes,No,No,No,Yes,QLD,2025-04-30,67.0,0,https://www.grays.com/lot/0001-50514928/motor-vehicles-motor-cycles/2013-ford-ranger-xl-4x2-hi-rider-px-turbo-diesel-automatic-dual-cab
2014,Kia,Rio,S UB Automatic Hatchback,Hatchback,5,2014-03,2014-04,KNADN512ME6942024,?,?,?,2,4,1.4,Petrol,Automatic,218306 - Unable to verify odometer,kilometre,Grey,Grey,Yes,No,Yes,Yes,Yes,QLD,2025-04-30,49.0,0,https://www.grays.com/lot/0001-50514970/motor-vehicles-motor-cycles/2014-kia-rio-s-ub-automatic-hatchback
2012,Subaru,Tribeca,3.6R Premium B9 Automatic Wagon,Wagon,5,2012-04,2012-06,4S4WXFKU5CS034456,1GFV715,WA,02-07-2025,2,6,3.6,Petrol,Automatic,251579,kilometre,Dark Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,WA,2025-04-30,57.0,0,https://www.grays.com/lot/0001-9059086/motor-vehicles-motor-cycles/2012-subaru-tribeca-3-6r-premium-b9-automatic-wagon
2012,Subaru,XV,2.0i-S G4X CVT Hatchback,Hatchback,5,2012-02,2012-03,JF1GP7KC5CG006969,CZR30G,NSW,?,0,4,2,Petrol,CVT,157323,kilometre,Dark Grey,Black Leather,Yes,Yes,Yes,No,Yes,NSW,2025-04-30,,0,https://www.grays.com/lot/0001-10910981/motor-vehicles-motor-cycles/2012-subaru-xv-2-0i-s-g4x-cvt-hatchback
2006,Ford,Fiesta,Zetec WQ Manual Hatchback,Hatchback,5,2006-06,2006-08,WF0DXXGAJD6U38063,?,?,?,0,4,1.6,Petrol,Manual,157992,kilometre,Blue,Black,Yes,No,Yes,Yes,Yes,QLD,2025-04-30,12.0,0,https://www.grays.com/lot/0001-50514985/motor-vehicles-motor-cycles/2006-ford-fiesta-zetec-wq-manual-hatchback
2013,Volkswagen,Passat,118TSI 3C Automatic Sedan,Sedan,5,2013-03,2013-05,WVWZZZ3CZDE136492,?,?,?,2,4,1.8,Petrol,Automatic,118315,kilometre,White,Black Leather,Yes,No,Yes,Yes,Yes,QLD,2025-04-30,3.0,0,https://www.grays.com/lot/0001-50514986/motor-vehicles-motor-cycles/2013-volkswagen-passat-118tsi-3c-automatic-sedan
2011,Mitsubishi,Triton,4X4 GL-R MN Turbo Diesel Manual Dual Cab,Dual Cab,5,2011-04,2011-05,MMAJNKB40BD014964,?,?,?,1,4,2.5,Diesel,Manual,201475,kilometre,Black,Grey,Yes,No,No,No,Yes,QLD,2025-04-30,24.0,0,https://www.grays.com/lot/0001-50514968/motor-vehicles-motor-cycles/2011-mitsubishi-triton-4x4-gl-r-mn-turbo-diesel-manual-dual-cab
2022,Iveco,Daily,Automatic Van 35-180 Hi Matic,?,3,?,2022-05,ZCFC535D605465387,No Plates,NSW,?,0,4,3,Diesel,Automatic,66259,kilometre,White,Black,Yes,Yes,No,No,Yes,WA,2025-04-30,228.0,0,https://www.grays.com/lot/0001-9058815/motor-vehicles-motor-cycles/2022-iveco-daily-automatic-van-35-180-hi-matic
2018,Land,Rover,DISCOVERY SPORT TD4 HSE T/D Auto Wagon(WOVR-INSPECTED),Wagon,5,2018-06,2018-08,SALCA2AN6JH776578,1ILY331,WA,08-06-2025,2,4,2,Diesel,Automatic,123583,kilometre,White,Black Leather,Yes,No,Yes,No,Yes,WA,2025-04-30,27.0,0,https://www.grays.com/lot/0001-9058987/motor-vehicles-motor-cycles/2018-land-rover-discovery-sport-td4-hse-t-d-auto-wagon-wovr-inspected
2011,Volkswagen,Golf,90TSI Trendline A6 Automatic Wagon,Wagon,5,2011-11,2012-03,WVWZZZ1KZCM651591,?,?,?,0,4,1.4,Premium Unleaded,Automatic,231351,kilometre,Grey,Grey,Yes,Yes,Yes,Yes,Yes,QLD,2025-04-30,13.0,0,https://www.grays.com/lot/0001-50514963/motor-vehicles-motor-cycles/2011-volkswagen-golf-90tsi-trendline-a6-automatic-wagon
2010,Mercedes,Benz,C200 CGI W204 Automatic Sedan,Sedan,5,2010-02,2010-03,WDD2040482A374368,?,?,?,2,4,1.8,Petrol,Automatic,118357,kilometre,Black,Black,Yes,Yes,Yes,Yes,Yes,QLD,2025-04-30,26.0,0,https://www.grays.com/lot/0001-50514953/motor-vehicles-motor-cycles/2010-mercedes-benz-c200-cgi-w204-automatic-sedan
2006,Hyundai,Terracan,CRDi Turbo Diesel Automatic 7 Seats Wagon,Wagon,7,2006-05,2006-08,KMHNM81XR6U210350,?,?,?,0,4,2.9,Diesel,Automatic,242856,kilometre,White,Grey,Yes,Yes,Yes,Yes,Yes,QLD,2025-04-30,26.0,0,https://www.grays.com/lot/0001-50514948/motor-vehicles-motor-cycles/2006-hyundai-terracan-crdi-turbo-diesel-automatic-7-seats-wagon
2006,BMW,1,20i E87 Automatic Hatchback,Hatchback,4,2006-10,2007-01,WBAUF52090PM79954,?,?,?,0,4,2,Petrol,Automatic,171087,kilometre,Silver,Black Leather,Yes,No,Yes,Yes,Yes,QLD,2025-04-30,33.0,0,https://www.grays.com/lot/0001-50514959/motor-vehicles-motor-cycles/2006-bmw-1-20i-e87-automatic-hatchback
2007,BMW,1,20i E87 Automatic Hatchback,Hatchback,5,2007-04,2007-06,WBAUD32080PF45651,?,?,?,2,4,2,Petrol,Automatic,86410,kilometre,White,Beige Leather,Yes,Yes,Yes,Yes,Yes,QLD,2025-04-30,20.0,0,https://www.grays.com/lot/0001-50514944/motor-vehicles-motor-cycles/2007-bmw-1-20i-e87-automatic-hatchback
0,MITSUBISHI,FUSO.,ROSA BUS Manual 22 Seats Bus,?,22,?,2011-11,JLFBE64DJ0RF10517,BN93EB,NSW,?,0,4,4899,Turbo Diesel,Manual,424937,kilometre,White,Tan,Yes,Yes,No,Yes,Yes,NSW,2025-04-30,169.0,0,https://www.grays.com/lot/0001-10910968/motor-vehicles-motor-cycles/mitsubishi-fuso-rosa-bus-manual-22-seats-bus
2013,Mazda,CX-9,Grand Touring Automatic 7 Seats Wagon,Wagon,7,2013-06,2013-06,JM0TB10A5D0408146,?,?,?,0,6,3.7,Petrol,Automatic,136376,kilometre,Blue,Cream Leather,Yes,Yes,Yes,Yes,Yes,QLD,2025-04-30,35.0,0,https://www.grays.com/lot/0001-50514940/motor-vehicles-motor-cycles/2013-mazda-cx-9-grand-touring-automatic-7-seats-wagon
2007,Mitsubishi,Outlander,VR ZG Automatic Wagon,Wagon,5,2007-11,2008-03,JMFXLCW6W8Z000699,?,?,?,0,6,3,Petrol,Automatic,359843,kilometre,Black,Grey,Yes,No,Yes,No,Yes,QLD,2025-04-30,9.0,0,https://www.grays.com/lot/0001-50514961/motor-vehicles-motor-cycles/2007-mitsubishi-outlander-vr-zg-automatic-wagon
2014,Jeep,Grand,Cherokee Laredo (4x4) WK Turbo Diesel Auto - 8 Speed Wagon,Wagon,5,?,2014-03,1C4RJFEM2EC401218,MH005V,WA,07-05-2025,2,6,3,Diesel,Automatic - 8 Speed,183337,kilometre,Dark Grey,Black,Yes,Yes,Yes,Partial,Yes,WA,2025-04-30,60.0,0,https://www.grays.com/lot/0001-9059064/motor-vehicles-motor-cycles/2014-jeep-grand-cherokee-laredo-4x4-wk-turbo-diesel-auto-8-speed-wagon
2011,Volkswagen,Passat,CC V6 FSI 3CC Automatic Coupe,Coupe,4,2011-04,2011-06,WVWZZZ3CZBE755027,?,?,?,2,6,3.6,Premium Unleaded,Automatic,199625,kilometre,Black,Black Leather,Yes,Yes,No,No,Yes,QLD,2025-04-30,6.0,0,https://www.grays.com/lot/0001-50514943/motor-vehicles-motor-cycles/2011-volkswagen-passat-cc-v6-fsi-3cc-automatic-coupe
2013,Holden,Barina,TM Manual Hatchback,Hatchback,5,2013-10,2013-12,KL3TF48E9EB587060,?,?,?,0,4,1.6,Petrol,Manual,241209,kilometre,Blue,Grey,Yes,No,No,No,Yes,QLD,2025-04-30,12.0,0,https://www.grays.com/lot/0001-50514982/motor-vehicles-motor-cycles/2013-holden-barina-tm-manual-hatchback
2015,Volkswagen,Polo,66TSI TRENDLINE 6R Automatic Hatchback,Hatchback,5,2015-05,2015-09,WVWZZZ6RZFU086227,?,?,?,0,4,1.2,Petrol,Automatic,178644,kilometre,Silver,Grey,Yes,Yes,Yes,Yes,Yes,QLD,2025-04-30,15.0,0,https://www.grays.com/lot/0001-50514927/motor-vehicles-motor-cycles/2015-volkswagen-polo-66tsi-trendline-6r-automatic-hatchback
2017,Holden,Astra,R BK Automatic Hatchback,Hatchback,5,2017-06,2017-12,W0LBF6EC6HG180051,?,?,?,0,4,1.4,Petrol,Automatic,80839,kilometre,Black,Black,Yes,No,Yes,Yes,Yes,QLD,2025-04-30,35.0,0,https://www.grays.com/lot/0001-50514949/motor-vehicles-motor-cycles/2017-holden-astra-r-bk-automatic-hatchback
2007,Mitsubishi,Pajero,VR-X LWB (4x4) NS Automatic 7 Seats Wagon,Wagon,7,2007-05,2008-01,JMFLYV97W7J002041,BEU50G,NSW,?,0,6,3.8,Petrol,Automatic,182869,kilometre,Silver,Black,Yes,Yes,Yes,Yes,Yes,NSW,2025-04-30,75.0,0,https://www.grays.com/lot/0001-10910967/motor-vehicles-motor-cycles/2007-mitsubishi-pajero-vr-x-lwb-4x4-ns-automatic-7-seats-wagon
2015,Holden,Colorado,4X4 LX RG Turbo Diesel Manual Dual Cab,Dual Cab,5,2015-08,2015-10,MMU148DK0GH616033,1IGZ766,WA,20-05-2025,2,4,2.8,Diesel,Manual,365537,kilometre,White,Black,Yes,No,No,No,Yes,WA,2025-04-30,41.0,0,https://www.grays.com/lot/0001-9059013/motor-vehicles-motor-cycles/2015-holden-colorado-4x4-lx-rg-turbo-diesel-manual-dual-cab
2007,BMW,3,35i E92 Automatic Coupe,Coupe,4,2007-04,2007-06,WBAWB72000P053134,FGR17R,NSW,?,0,6,3,Petrol,Automatic,165119,kilometre,Black,Black Leather,Yes,No,Yes,Yes,Yes,NSW,2025-04-30,74.0,0,https://www.grays.com/lot/0001-10910965/motor-vehicles-motor-cycles/2007-bmw-3-35i-e92-automatic-coupe
2015,Mitsubishi,Triton,GLS (4x4) MQ Turbo Diesel Automatic Dual Cab,Dual Cab Chassis,5,2015 - 08,2015 - 10,MMAJYKL10GH010639,?,?,?,?,4,2.4,Diesel,Automatic,162003,kilometre,Blue,Multi,Yes,Yes,Yes,Yes,Yes,SA,2025-04-30,93.0,0,https://www.grays.com/lot/0001-60047731/motor-vehicles-motor-cycles/2015-mitsubishi-triton-gls-4x4-mq-turbo-diesel-automatic-dual-cab
2011,Nissan,Murano,Ti 4x4 Auto SUV,Wagon,5,2011-03,2011-03,JN1TANZ51A0007035,?,?,?,2,6,3.5,Petrol,CVT,213501,kilometre,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,QLD,2025-04-30,16.0,0,https://www.grays.com/lot/0001-50514965/motor-vehicles-motor-cycles/2011-nissan-murano-ti-4x4-auto-suv
2007,Jeep,Wrangler,Unlimited Sport (4x4) JK Manual Wagon,Wagon,5,2007-04,2008-11,1J4GE39107L186865,?,?,?,2,6,3.8,Petrol,Manual,97232,kilometre,Green,Grey,Yes,No,No,No,Yes,QLD,2025-04-30,63.0,0,https://www.grays.com/lot/0001-50514942/motor-vehicles-motor-cycles/2007-jeep-wrangler-unlimited-sport-4x4-jk-manual-wagon
2013,BMW,X5,xDrive 30d E70 LCI Turbo Diesel Automatic - 8 Speed Wagon,Wagon,5,2013-06,2013-08,WBAZW420000C95014,1ICW207,WA,23-09-2025,2,6,3,Diesel,Automatic - 8 Speed,243070,kilometre,Grey,Cream Leather,Yes,No,No,No,Yes,WA,2025-04-30,57.0,0,https://www.grays.com/lot/0001-9059025/motor-vehicles-motor-cycles/2013-bmw-x5-xdrive-30d-e70-lci-turbo-diesel-automatic-8-speed-wagon
1989,Holden,Commodore,Manual Sedan,?,5,1989-07,1989-07,6H8VNX19HKL361582,?,?,?,0,8,5,Petrol,Manual,227601,kilometre,Maroon,Grey,Yes,No,No,No,Yes,QLD,2025-04-30,197.0,0,https://www.grays.com/lot/0001-50514957/motor-vehicles-motor-cycles/1989-holden-commodore-manual-sedan
2005,Mitsubishi,Delica,Automatic 8 Seats People Mover,?,8,2005-12,2021-05 (Import Date),6U9000PD6W1101386,DB8791,WA,01/02/2025,2,6,3,Petrol,Automatic,120719,kilometre,Black,Grey,Yes,No,Yes,No,Yes,WA,2025-04-30,102.0,0,https://www.grays.com/lot/0001-9058816/motor-vehicles-motor-cycles/2005-mitsubishi-delica-automatic-8-seats-people-mover
2018,Hyundai,i30,Active PD Automatic Hatchback,Hatchback,5,2018-03,2018-05,KMHH351EMJU061328,?,?,?,2,4,2,Petrol,Automatic,141096,kilometre,Grey,Grey,Yes,No,Yes,Yes,Yes,QLD,2025-04-30,74.0,0,https://www.grays.com/lot/0001-50514962/motor-vehicles-motor-cycles/2018-hyundai-i30-active-pd-automatic-hatchback
2012,Holden,Captiva,5 (4x4) CG II Turbo Diesel Automatic Wagon,Wagon,5,2012-04,2012-06,KL3DD266JBB160459,?,?,?,0,4,2.2,Diesel,Automatic,145658,kilometre,Silver,Grey,Yes,Yes,Yes,Yes,Yes,QLD,2025-04-30,26.0,0,https://www.grays.com/lot/0001-50514950/motor-vehicles-motor-cycles/2012-holden-captiva-5-4x4-cg-ii-turbo-diesel-automatic-wagon
2010,Mitsubishi,Lancer,SX SPORTBACK CJ CVT Hatchback (WOVR - Repairable),Hatchback,5,2010-09,2010-09,JMFLTCX4ABU001065,?,?,?,0,4,2,Petrol,CVT,254972,kilometre,Black,Black Leather,Yes,No,No,No,Yes,QLD,2025-04-30,19.0,0,https://www.grays.com/lot/0001-50514933/motor-vehicles-motor-cycles/2010-mitsubishi-lancer-sx-sportback-cj-cvt-hatchback-wovr-repairable
2011,Ford,Ranger,Wildtrak 4x4 PK T/Diesel Auto Dual Cab (WOVR - Repairable),Dual Cab Chassis,5,2011-04,2011-05,MNAUSFE90BW944218,?,?,?,0,4,3,Diesel,Automatic,145049,kilometre,Black,Grey,Yes,No,Yes,No,Yes,QLD,2025-04-30,34.0,0,https://www.grays.com/lot/0001-50514941/motor-vehicles-motor-cycles/2011-ford-ranger-wildtrak-4x4-pk-t-diesel-auto-dual-cab-wovr-repairable
2015,Renault,Master,LWB Mid Roof Turbo Diesel Automatic Van,Van,3,2015-03,2015-05,VF1MAF5VEF0717109,No plates,?,?,0,4,2.3,Diesel,Automatic,328477,kilometre,White,Grey,Yes,Yes,Yes,Yes,Yes,NSW,2025-04-30,30.0,0,https://www.grays.com/lot/0001-10910970/motor-vehicles-motor-cycles/2015-renault-master-lwb-mid-roof-turbo-diesel-automatic-van
2020,Nissan,Navara,Auto Ute,?,5,2020-10,2020-11,MNTCB4D23A0070753,?,?,?,0,4,2.3,Turbo Diesel,Auto,134299,kilometre,White,Black Leather,Yes,Yes,Yes,Yes,Yes,QLD,2025-04-30,244.0,0,https://www.grays.com/lot/0001-50514987/motor-vehicles-motor-cycles/2020-nissan-navara-auto-ute
2014,Holden,Barina,TM Manual Hatchback,Hatchback,5,2014-04,2014-08,KL3TF48E9EB730196,?,?,?,2,4,1.6,Petrol,Manual,154159,kilometre,Red,Grey,Yes,No,Yes,Yes,Yes,QLD,2025-04-30,30.0,0,https://www.grays.com/lot/0001-50514969/motor-vehicles-motor-cycles/2014-holden-barina-tm-manual-hatchback
2008,Mercedes,Benz,C200 Kompressor Classic W204 Automatic Sedan,Sedan,5,2008-11,2008-12,WDD2040412A247187,?,?,?,2,4,1.8,Petrol,Automatic,116096,kilometre,Black,Cream Leather,Yes,Yes,No,No,Yes,QLD,2025-04-30,25.0,0,https://www.grays.com/lot/0001-50514938/motor-vehicles-motor-cycles/2008-mercedes-benz-c200-kompressor-classic-w204-automatic-sedan
2016,Renault,Master,L3H2 BUS Turbo Diesel Automatic 12 Seats Bus,Bus,12,2016-02,2017-04,VF1VCF5VEG0733480,?,?,?,2,4,2.3,Diesel,Automatic,62456,kilometre,Red,Grey,Yes,No,Yes,Yes,Yes,QLD,2025-04-30,66.0,0,https://www.grays.com/lot/0001-50514964/motor-vehicles-motor-cycles/2016-renault-master-l3h2-bus-turbo-diesel-automatic-12-seats-bus
2018,Mazda,2,Neo DL Automatic Sedan,Sedan,5,2018-01,2018-01,MM0DL2SAA0W359888,?,?,?,2,4,1.5,Petrol,Automatic,103274 - Unable to verify odo,kilometre,Silver,Black,Yes,Yes,Yes,Yes,Yes,QLD,2025-04-30,95.0,0,https://www.grays.com/lot/0001-50514972/motor-vehicles-motor-cycles/2018-mazda-2-neo-dl-automatic-sedan
2008,Ford,Falcon,R6 (LPG) FG Automatic Cab Chassis,Cab Chassis,2,2008-07,2008-07,6FPAAAJGCM8D89383,?,?,?,0,6,4,LPG,Automatic,170175,kilometre,Blue,Grey,Yes,Yes,Yes,Yes,Yes,QLD,2025-04-30,15.0,0,https://www.grays.com/lot/0001-50514936/motor-vehicles-motor-cycles/2008-ford-falcon-r6-lpg-fg-automatic-cab-chassis
2009,Volkswagen,Golf,90TSI Trendline A6 Automatic Hatchback,Hatchback,5,2009-06,2009-08,WVWZZZ1KZAP005122,?,?,?,0,4,1.4,Premium Unleaded,Automatic,226838,kilometre,Black,Grey,Yes,Yes,Yes,Yes,Yes,QLD,2025-04-30,10.0,0,https://www.grays.com/lot/0001-50514960/motor-vehicles-motor-cycles/2009-volkswagen-golf-90tsi-trendline-a6-automatic-hatchback
2009,Volkswagen,Golf,103 TDI COMFORTLINE A6 Turbo Diesel Manual Hatchback,Hatchback,5,2009-07,2009-10,WVWZZZ1KZAW072285,?,?,?,0,4,2,Diesel,Manual,146821,kilometre,Silver,Black,Yes,No,Yes,Yes,Yes,QLD,2025-04-30,36.0,0,https://www.grays.com/lot/0001-50514952/motor-vehicles-motor-cycles/2009-volkswagen-golf-103-tdi-comfortline-a6-turbo-diesel-manual-hatchback
2014,Jeep,Cherokee,LIMITED 4X4 KL 9 auto Wagon,Wagon,5,2014-06,2014-12,1C4PJMHSXEW303588,CBA11V,NSW,?,0,6,3.2,Petrol,9 auto,196870,kilometre,Dark Blue,Black Leather,Yes,No,Yes,No,Yes,NSW,2025-04-30,51.0,0,https://www.grays.com/lot/0001-10910969/motor-vehicles-motor-cycles/2014-jeep-cherokee-limited-4x4-kl-9-auto-wagon
2016,Hyundai,Elantra,Active AD Automatic Sedan,Sedan,5,2016-05,2016-07,KMHD841FMHU216380,DJX20M,NSW,?,0,4,2,Petrol,Automatic,107159,kilometre,Silver,Black,Yes,No,Yes,No,Yes,NSW,2025-04-30,,0,https://www.grays.com/lot/0001-10910976/motor-vehicles-motor-cycles/2016-hyundai-elantra-active-ad-automatic-sedan
2007,Kia,Grand,Carnival EX VQ Automatic 8 Seats People Mover,People Mover,8,2007-09,2008-05,KNAMB763386209946,?,?,?,0,6,3.8,Petrol,Automatic,288990,kilometre,White,Grey,Yes,No,Yes,No,Yes,QLD,2025-04-30,10.0,0,https://www.grays.com/lot/0001-50514946/motor-vehicles-motor-cycles/2007-kia-grand-carnival-ex-vq-automatic-8-seats-people-mover
2017,Jeep,Grand,Cherokee Limited (4x4) WK Turbo Diesel Auto Wagon,Wagon,5,2017-06,2017-08,1C4RJFFM0HC935045,?,?,?,2,6,3,Diesel,Automatic - 8 Speed,132427,kilometre,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,QLD,2025-04-30,129.0,0,https://www.grays.com/lot/0001-50514984/motor-vehicles-motor-cycles/2017-jeep-grand-cherokee-limited-4x4-wk-turbo-diesel-auto-wagon
2011,Mazda,2,Neo DE Manual Hatchback,Hatchback,5,2011-03,2011-03,JM0DE10Y2B0206513,?,?,?,2,4,1.5,Petrol,Manual,165509,kilometre,Blue,Black,Yes,Yes,Yes,Yes,Yes,QLD,2025-04-30,14.0,0,https://www.grays.com/lot/0001-50514976/motor-vehicles-motor-cycles/2011-mazda-2-neo-de-manual-hatchback
2013,Holden,Captiva,7 SX 2WD CG II Automatic 7 Seats Wagon,Wagon,7,2013-04,2013-07,KL3CA26UJDB049771,1IMR564,WA,12-05-2025,2,4,2.4,Petrol,Automatic,157199,kilometre,Dark Grey,Black,Yes,No,Yes,Partial,Yes,WA,2025-04-30,29.0,0,https://www.grays.com/lot/0001-9059056/motor-vehicles-motor-cycles/2013-holden-captiva-7-sx-2wd-cg-ii-automatic-7-seats-wagon
2016,Holden,Cruze,SRi Z SERIES JH Automatic Sedan,Sedan,5,2016-06,2016-06,6G1PE5EN5GL238433,?,?,?,2,4,1.6,Petrol,Automatic,124735,kilometre,Red,Black Leather,Yes,Yes,Yes,Yes,Yes,QLD,2025-04-30,27.0,0,https://www.grays.com/lot/0001-50514981/motor-vehicles-motor-cycles/2016-holden-cruze-sri-z-series-jh-automatic-sedan
2010,Mercedes,Benz,C250 BE Avantgarde W204 Automatic Sedan,Sedan,5,2010-09,2010-11,WDD2040472A455459,FFC93V,NSW,?,?,4,1.8,Petrol,Automatic,134726,kilometre,Black,Grey,Yes,Yes,Yes,Yes,Yes,NSW,2025-03-11,77.0,0,https://www.grays.com/lot/0001-10347595/motor-vehicles-motor-cycles/2010-mercedes-benz-c250-be-avantgarde-w204-automatic-sedan
2007,Jeep,Wrangler,Unlimited Sport (4x4) JK Manual Wagon,Wagon,5,2007-04,2008-11,1J4GE39107L186865,?,?,?,2,6,3.8,Petrol,Manual,97232,kilometre,Green,Grey,Yes,No,No,No,Yes,QLD,2025-04-16,44.0,0,https://www.grays.com/lot/0001-50514737/motor-vehicles-motor-cycles/2007-jeep-wrangler-unlimited-sport-4x4-jk-manual-wagon
2009,Volkswagen,Golf,118TSI Comfortline A6 Manual Hatchback,Hatchback,5,2009-07,2009-10,WVWZZZ1KZAP025287,?,?,?,2,4,1.4,Petrol,Manual,209297,kilometre,Light Blue,Black,Yes,No,No,No,Yes,QLD,2025-03-26,1.0,0,https://www.grays.com/lot/0001-50514491/motor-vehicles-motor-cycles/2009-volkswagen-golf-118tsi-comfortline-a6-manual-hatchback
2010,Ford,Falcon,XR6 FG Automatic Ute,Ute,2,2010-08,2010-08,6FPAAAJGCMAP46450,?,?,?,0,6,4,Petrol,Automatic,240013,kilometre,Blue,Black,Yes,No,No,No,Yes,QLD,2025-03-26,72.0,0,https://www.grays.com/lot/0001-50514447/motor-vehicles-motor-cycles/2010-ford-falcon-xr6-fg-automatic-ute
2008,Ssangyong,Rexton.Rx,270 xii awd Automatic 7 Seats Wagon,?,7,2008-01,2008-02,KPTH0B1FS8P265761,No plates,?,?,0,4,2.7,Turbo Diesel,Automatic,277035,kilometre,White,Black,Yes,Yes,Yes,Yes,Yes,NSW,2025-03-09,8.0,0,https://www.grays.com/lot/0001-10910392/motor-vehicles-motor-cycles/2008-ssangyong-rexton-rx-270-xii-awd-automatic-7-seats-wagon
2017,Isuzu,MU-X,4x4 LS-U Turbo Diesel Automatic 7 Seats Wagon,Wagon,7,2017-06,2017-07,MPAUCS85GHT003753,FLB13A,NSW,?,0,4,3,Diesel,Automatic,124704,kilometre,White,Black,Yes,Yes,Yes,Yes,Yes,NSW,2025-03-26,325.0,0,https://www.grays.com/lot/0001-10910577/motor-vehicles-motor-cycles/2017-isuzu-mu-x-4x4-ls-u-turbo-diesel-automatic-7-seats-wagon
2022,Volkswagen,ARTEON,206TSI R-LINE SHOOTI Automatic Wagon,Wagon,5,2022-02,2022-04 Rav date,WVWZZZ3HZNE505301,ETG96Q,NSW,?,?,4,2,Petrol,Automatic,51303,kilometre,Silver,Black,Yes,Yes,Yes,Yes,Yes,NSW,2025-03-24,97.0,0,https://www.grays.com/lot/0001-10347858/motor-vehicles-motor-cycles/2022-volkswagen-arteon-206tsi-r-line-shooti-automatic-wagon
2014,Hyundai,Santa,Fe Elite CRDi (4x4) DM T/D Auto 7 Seats Wagon,Wagon,7,2014-05,2014-06,KMHSU81XSEU346784,1HKU000,WA,16-06-2025,2,4,2.2,Diesel,Automatic,127347,kilometre,Dark Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,WA,2025-04-15,115.0,0,https://www.grays.com/lot/0001-9058622/motor-vehicles-motor-cycles/2014-hyundai-santa-fe-elite-crdi-4x4-dm-t-d-auto-7-seats-wagon
2011,BMW,1,Series 118i F20 Automatic - 8 Speed Hatchback,Hatchback,5,2011-09,2011-12,WBA1A32020E639111,?,?,?,0,4,1.6,Petrol,Automatic - 8 Speed,181818,kilometre,Red,Black,Yes,No,Yes,Partial,Yes,QLD,2025-04-02,9.0,0,https://www.grays.com/lot/0001-50514544/motor-vehicles-motor-cycles/2011-bmw-1-series-118i-f20-automatic-8-speed-hatchback
0,Citroen,Berlingo,1.6 HDI LONG Turbo Diesel Manual Van,Van,2,?,Unable to locate2010-07,VF77E9HXCAJ649455,BPK56S,NSW,?,0,4,1.6,Diesel,Manual,170134,kilometre,White,Grey,Yes,No,Yes,Yes,Yes,NSW,2025-03-09,,0,https://www.grays.com/lot/0001-10910407/motor-vehicles-motor-cycles/citroen-berlingo-1-6-hdi-long-turbo-diesel-manual-van
